repeat,p2_macro_f1_seed_then_fold_mean,p_macro_f1_seed_then_fold_mean,delta_p2_minus_p
89,0.546935888949,0.542130511417,0.0048053775311
90,0.560901166828,0.55915878873,0.00174237809763
91,0.575856946371,0.576028268213,-0.000171321841652
92,0.578330817661,0.577832504517,0.000498313143878
93,0.582468646552,0.581602034401,0.000866612150457
94,0.554081034455,0.553145550609,0.000935483845605
95,0.578697240992,0.579391731789,-0.000694490796315
96,0.573211154551,0.571528705819,0.00168244873153
97,0.589570120176,0.590767009996,-0.00119688982023
98,0.568920781367,0.566821491973,0.00209928939403
99,0.584026380247,0.580421027496,0.003605352751
100,0.557098076773,0.556757136323,0.000340940449228
101,0.580110249056,0.57955641486,0.000553834196417
102,0.574772471373,0.57388469569,0.000887775682638
103,0.552934162606,0.551973380572,0.000960782034677
104,0.562938198988,0.562216186028,0.000722012960531
105,0.554312603075,0.550947250575,0.00336535250005
106,0.571647704922,0.57319863384,-0.00155092891712
107,0.565680051819,0.568278872551,-0.0025988207318
108,0.564752660127,0.562575213887,0.00217744624008
109,0.546713364903,0.544234007285,0.00247935761888
110,0.566228720417,0.564924431107,0.00130428930947
111,0.582982665066,0.580539695337,0.00244296972936
112,0.568926763051,0.570216125988,-0.00128936293724
113,0.572355370198,0.57283790665,-0.000482536452247
114,0.548517506874,0.545044572064,0.00347293480921
115,0.58365273823,0.581588721857,0.00206401637295
116,0.57553414178,0.573966180863,0.00156796091731
117,0.565998699206,0.565822122712,0.000176576494641
118,0.581758662218,0.582582712063,-0.000824049844745
119,0.579755489799,0.58040651304,-0.000651023240948
120,0.573001822803,0.570586870779,0.00241495202375
121,0.559233278332,0.560068381276,-0.000835102944377
122,0.585833512862,0.585438969449,0.000394543413038
123,0.585974314655,0.584131256743,0.00184305791129
124,0.579802844418,0.580487526213,-0.000684681795225
125,0.573255479345,0.57239616532,0.000859314025276
